Movie Name,Rating,Votes,Duration
Stolen,5.8,2400.0,Unknown
The Kingdom,7.0,1900.0,Unknown
The Calendar Killer,5.5,5100.0,Unknown
Iconic,4.2,550000.0,Unknown
The Beautiful Game,6.3,8800.0,Unknown
Was Once a Hero,8.1,92000.0,Unknown
Scurry,3.7,911000.0,Unknown
Gunner,3.1,3400.0,Unknown
Misgivings,5.6,141000.0,Unknown
Kiskisan,5.2,352000.0,Unknown
Love Me,5.1,3900.0,Unknown
Ghost Killer,6.3,930000.0,Unknown
The Family Business,5.3,149000.0,Unknown
Restless,6.3,1500.0,Unknown
Dandelion,5.4,457000.0,Unknown
Thelma the Unicorn,5.8,3400.0,Unknown
Apocalypse in the Tropics,7.5,2800.0,Unknown
Sengkolo: Malam satu suro,5.8,75000.0,Unknown
The Clean Up Crew,4.2,1600.0,Unknown
Die Hart 2: Die Harter,4.3,6000.0,Unknown
Yacht Rock: A Dockumentary,7.6,2400.0,Unknown
Return of the King: The Fall and Rise of Elvis Presley,7.6,2300.0,Unknown
Sooryavansham,7.1,468000.0,Unknown
Khel Khel Mein,6.5,28000.0,Unknown
Take Cover,5.1,3800.0,Unknown
Long Gone Heroes,5.1,1900.0,Unknown
What Jennifer Did,6.1,13000.0,Unknown
Block Pass,6.8,991000.0,Unknown
Chandu Champion,7.8,36000.0,Unknown
Grand Tour,6.5,2700.0,Unknown
Out of My Mind,7.4,3300.0,Unknown
Please Don't Feed the Children,4.6,1700.0,Unknown
Night Call,6.7,3600.0,Unknown
Tillu Square,6.6,3600.0,Unknown
ReEntry,6.6,23000.0,Unknown
The New Year That Never Came,8.1,6400.0,Unknown
What Happened to Dorothy Bell?,6.2,70000.0,Unknown
Nutcrackers,5.5,10000.0,Unknown
This Too Shall Pass,7.4,87000.0,Unknown
Up the Catalogue,5.2,70000.0,Unknown
Blue Cave,5.3,8200.0,Unknown
The Remarkable Life of Ibelin,8.1,15000.0,Unknown
Boléro,6.5,1200.0,Unknown
Billy & Molly: An Otter Love Story,8.0,2500.0,Unknown
Autumn and the Black Jaguar,5.7,1300.0,Unknown
Traumatika,5.1,1900.0,Unknown
Werewolves,4.4,9700.0,Unknown
"I, the Executioner",6.3,2500.0,Unknown
"From Hilde, with Love",7.0,1500.0,Unknown
A Million Minutes,6.5,1300.0,Unknown
Lula Leblanc,6.4,50000.0,Unknown
Utopia,3.8,599000.0,Unknown
Jimmy and Stiggs,5.4,734000.0,Unknown
Cinderella's Revenge,3.8,1400.0,Unknown
The Reunion,6.0,54000.0,Unknown
"Love, Divided",6.0,5100.0,Unknown
Mary,5.2,9100.0,Unknown
Hotspring Sharkattack,5.3,288000.0,Unknown
A Mistake,5.7,1600.0,Unknown
Viva La Vida,7.6,1100.0,Unknown
Our Little Secret,5.7,27000.0,Unknown
The Corpse Washer,6.1,1600.0,Unknown
Let's Start a Cult,5.9,2100.0,Unknown
I Am Nevenka,7.0,1500.0,Unknown
Der Spitzname,5.8,2100.0,Unknown
Successor,6.8,1700.0,Unknown
Look Into My Eyes,5.5,672000.0,Unknown
Singham Again,4.3,76000.0,Unknown
Hazard,7.0,1200.0,Unknown
Humans in the Loop,7.4,511000.0,Unknown
Lost in the Jungle,6.4,612000.0,Unknown
Inheritance,5.1,4200.0,Unknown
Beatles '64,7.2,3100.0,Unknown
Smiles and Kisses You,6.4,147000.0,Unknown
Orion and the Dark,6.3,19000.0,Unknown
The Contract,6.6,116000.0,Unknown
Karma,7.8,1600.0,Unknown
He Ain't Heavy,6.0,441000.0,Unknown
This Is Me... Now,4.1,7400.0,Unknown
Road Diary: Bruce Springsteen and the E Street Band,7.7,1200.0,Unknown
Her Story,7.5,2400.0,Unknown
Terminator: Skynet Rising,6.3,405000.0,Unknown
We Shall Not Be Moved,7.1,388000.0,Unknown
Sweet Bobby: My Catfish Nightmare,6.2,6400.0,Unknown
La Raya,6.8,13000.0,Unknown
Curse of the Seven Oceans,5.5,632000.0,Unknown
Bloodline Killer,4.1,5500.0,Unknown
Mukadderat,6.9,2500.0,Unknown
They Called Him Mostly Harmless,5.9,3600.0,Unknown
The Merry Gentlemen,4.8,11000.0,Unknown
Footage,4.3,2500.0,Unknown
Detained,4.9,2300.0,Unknown
Panda Plan,5.1,2200.0,Unknown
Monsieur Aznavour,7.2,4200.0,Unknown
Good One,6.7,4000.0,Unknown
A True Gentleman,4.5,2800.0,Unknown
No Time to Spy: A Loud House Movie,6.3,578000.0,Unknown
Last Known Location,6.0,1500.0,Unknown
Filthy Animals,4.7,191000.0,Unknown
Wonderland,6.2,3000.0,Unknown
Corina,7.0,989000.0,Unknown
This Time Next Year,5.6,3100.0,Unknown
Citizen of a Kind,6.7,1100.0,Unknown
Chantal in Fairyland,4.6,3000.0,Unknown
The Last Breath,4.7,3000.0,Unknown
Elton John: Never Too Late,6.6,2300.0,Unknown
Pani,6.9,3800.0,Unknown
Child Star,6.5,1500.0,Unknown
Diamonds,6.7,2400.0,Unknown
Trouble,6.2,7800.0,Unknown
About Family,6.9,308000.0,Unknown
Here Now,5.0,758000.0,Unknown
The Curse of the Necklace,4.4,2000.0,Unknown
Aarambham,6.7,505000.0,Unknown
National Theatre Live: The Motive and the Cue,8.5,213000.0,Unknown
Another End,6.4,1200.0,Unknown
Any Other Way: The Jackie Shane Story,8.0,105000.0,Unknown
The Uninvited,5.2,1100.0,Unknown
Love,7.1,1800.0,Unknown
The Mehta Boys,7.1,3400.0,Unknown
Stress Positions,5.0,722000.0,Unknown
Campton Manor,3.4,286000.0,Unknown
7 Beats Per Minute,7.6,36000.0,Unknown
Federer: Twelve Final Days,7.3,4500.0,Unknown
My Eyes,4.8,119000.0,Unknown
Doraemon the Movie: Nobita's Earth Symphony,6.6,1900.0,Unknown
Heretics,2.4,211000.0,Unknown
Kabitan,4.4,200000.0,Unknown
Before We Forget,7.0,326000.0,Unknown
On aurait dû aller en Grèce,4.2,281000.0,Unknown
Compulsion,3.6,532000.0,Unknown
5lbs of Pressure,5.3,2000.0,Unknown
Everyone Is Going to Die,3.9,661000.0,Unknown
Wild Wild Punjab,6.2,18000.0,Unknown
Tura!,7.1,170000.0,Unknown
Jagat,7.9,92000.0,Unknown
One Fast Move,5.0,2500.0,Unknown
Blink,7.2,870000.0,Unknown
Bau: Artist at War,5.2,315000.0,Unknown
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.3,11000.0,Unknown
Handling the Undead,5.3,5100.0,Unknown
Toxic,6.7,1900.0,Unknown
Bougainvillea,6.4,3800.0,Unknown
Blame the Game,5.4,6000.0,Unknown
Eks,4.3,263000.0,Unknown
Timestalker,5.5,3500.0,Unknown
Witchy Ways,5.5,178000.0,Unknown
Ponyboi,5.7,697000.0,Unknown
The Fire Inside,6.7,3600.0,Unknown
In Waves and War,7.8,664000.0,Unknown
Miséria,3.7,125000.0,Unknown
"Thank You, Dr. Fauci",6.9,676000.0,Unknown
Mistress Dispeller,6.9,383000.0,Unknown
Love Across Time,7.0,1300.0,Unknown
Mother Father Sister Brother Frank,5.6,472000.0,Unknown
Thiru.Manickam,8.0,2700.0,Unknown
Buy Now! The Shopping Conspiracy,6.7,8000.0,Unknown
Sex-Positive,4.1,910000.0,Unknown
Shirley,6.2,3600.0,Unknown
Outlaw Posse,4.3,606000.0,Unknown
The Partisan,5.1,496000.0,Unknown
Lover Stalker Killer,7.0,15000.0,Unknown
The Bunker,4.2,486000.0,Unknown
Boundless,5.6,2600.0,Unknown
Shambhala,7.1,1600.0,Unknown
Mr. Crocket,5.4,5500.0,Unknown
The Little Mermaid,3.5,389000.0,Unknown
Love by Request,5.7,165000.0,Unknown
Roadkill,3.7,761000.0,Unknown
Am I Racist?,6.6,18000.0,Unknown
Hamlet,5.3,255000.0,Unknown
A Little Something Extra,7.0,6300.0,Unknown
House of Spoils,5.1,4400.0,Unknown
Feminist Fathima,7.7,301000.0,Unknown
Cup,8.3,108000.0,Unknown
Heaven is Beneath Mother's Feet,7.5,451000.0,Unknown
Butchers Book Two: Raghorn,4.1,818000.0,Unknown
Sister Midnight,5.7,3000.0,Unknown
Phir Aayi Hasseen Dillruba,5.8,7300.0,Unknown
Bloody Axe Wound,5.1,1500.0,Unknown
Classified,3.7,3300.0,Unknown
Jack and Ava,4.5,120000.0,Unknown
The Last Dance,7.6,3400.0,Unknown
Poison,6.1,590000.0,Unknown
72 Hours,4.1,386000.0,Unknown
Reading Lolita in Tehran,6.1,1200.0,Unknown
Sugarcane,7.0,3900.0,Unknown
Mutants of Nature Cove,3.3,229000.0,Unknown
Out Come the Wolves,4.7,2000.0,Unknown
"My Wife, My Abuser: The Secret Footage",7.1,1100.0,Unknown
Latency,4.2,3200.0,Unknown
Nurse Abi,4.2,209000.0,Unknown
Johnny Puff: Secret Mission,4.6,528000.0,Unknown
The Painted,4.8,1700.0,Unknown
Sugar Baby,3.9,611000.0,Unknown
I Love You Forever,5.7,976000.0,Unknown
Spread,5.7,749000.0,Unknown
Naples to New York,6.9,1500.0,Unknown
Little Bites,4.7,1700.0,Unknown
Turn Me On,5.6,1100.0,Unknown
A Sacrifice,5.0,25000.0,Unknown
Sarfira,7.0,14000.0,Unknown
Cocorico,5.9,3900.0,Unknown
April,6.5,1300.0,Unknown
Sons,6.4,3100.0,Unknown
Audrey's Children,6.8,945000.0,Unknown
Plan B,5.9,1700.0,Unknown
Imaginary,4.8,19000.0,Unknown
Vulgar,4.7,310000.0,Unknown
The Lockdown,4.4,677000.0,Unknown
Sunrise,3.9,1400.0,Unknown
City Hunter,6.3,6100.0,Unknown
Lost on a Mountain in Maine,6.1,2800.0,Unknown
Demo_n,4.7,83000.0,Unknown
Amar Singh Chamkila,7.8,17000.0,Unknown
"Love, Courage and the Battle of Bushy Run",5.1,231000.0,Unknown
Marco,6.6,25000.0,Unknown
To a Land Unknown,7.3,1100.0,Unknown
Checkpoint Zoo,8.1,135000.0,Unknown
Beezel,4.9,2000.0,Unknown
Air Force One Down,4.5,3200.0,Unknown
Exhibiting Forgiveness,7.0,1700.0,Unknown
Re: Zero - Starting Life in Another World- Season 3 Episode 1 90-minute Special 'Theatrical Malice',8.8,1700.0,Unknown
Between the Temples,6.2,3500.0,Unknown
The Quiet Ones,6.0,1600.0,Unknown
Blackwater Lane,4.6,3000.0,Unknown
B.O.Y.: Bruises of Yesterday,6.6,618000.0,Unknown
A Stranger by the Hill,3.9,87000.0,Unknown
The Greatest Night in Pop,7.9,16000.0,Unknown
Streets of Gloria,5.8,83000.0,Unknown
Guruvayoor Ambalanadayil,6.6,6100.0,Unknown
Bosco,5.4,4100.0,Unknown
Jhamkudi,6.2,1100.0,Unknown
Sorop,5.3,333000.0,Unknown
Endurance,7.5,2100.0,Unknown
Cash Out,4.8,3700.0,Unknown
How to Rob a Bank,6.6,4500.0,Unknown
Sixty Minutes,5.7,5600.0,Unknown
Little Wing,6.1,1000.0,Unknown
Abraham Ozler,6.6,5300.0,Unknown
Christspiracy,8.5,734000.0,Unknown
The Stickman's Hollow,5.5,56000.0,Unknown
Bade Miyan Chote Miyan,3.7,41000.0,Unknown
S.T.A.L.K.E.R.: Shadow of the Zone,4.7,752000.0,Unknown
Maidaan,7.9,23000.0,Unknown
Riefenstahl,7.2,1800.0,Unknown
Simarik,5.3,5600.0,Unknown
Rifle Club,7.0,5000.0,Unknown
Black Cab,4.1,2100.0,Unknown
No Dogs Allowed,7.6,442000.0,Unknown
Trifole,6.2,137000.0,Unknown
Mama's Boy,5.4,58000.0,Unknown
Escape,5.7,1300.0,Unknown
Apollo 13: Survival,7.4,2900.0,Unknown
Shark Warning,3.4,516000.0,Unknown
A Place Called Silence,6.5,1600.0,Unknown
Operation Undead,4.7,585000.0,Unknown
Cabaret at the Kit Kat Club,8.3,19000.0,Unknown
Noah's Ark,4.3,760000.0,Unknown
Mother of the Bride,4.9,18000.0,Unknown
Kanguva,4.5,16000.0,Unknown
Naomi: Reversed,7.0,99000.0,Unknown
Meet the Barbarians,6.4,931000.0,Unknown
Night Shift,5.2,1100.0,Unknown
Stormskerry Maja,7.6,3100.0,Unknown
Bushido,6.8,695000.0,Unknown
Becky,3.8,266000.0,Unknown
Mononoke the Movie: The Phantom in the Rain,6.7,1900.0,Unknown
Kangaroo Island,6.5,559000.0,Unknown
Bastar: The Naxal Story,6.4,3400.0,Unknown
Yolo,6.9,4300.0,Unknown
www.RachelOrmont.com,5.5,134000.0,Unknown
Butchers Book Three: Bonesaw,4.6,303000.0,Unknown
The Night Before Christmas in Wonderland,6.3,678000.0,Unknown
Unsinkable,5.5,281000.0,Unknown
Hagen,6.0,1700.0,Unknown
Among Neighbors,7.5,294000.0,Unknown
Dukaan,7.4,2000.0,Unknown
Invader,4.9,328000.0,Unknown
Futra Days,4.1,199000.0,Unknown
The Demon Disorder,4.8,1500.0,Unknown
Desert Fiends,4.1,1200.0,Unknown
Marry Christmas,4.6,312000.0,Unknown
Troubleshooters,6.1,462000.0,Unknown
A Sudden Case of Christmas,5.1,1500.0,Unknown
Skinjacker,4.8,91000.0,Unknown
Chapter 51,5.9,14000.0,Unknown
Paper Bag Plan,9.2,39000.0,Unknown
Kizumonogatari: Koyomi Vamp,6.9,174000.0,Unknown
The Great Ambition,7.0,1400.0,Unknown
Pure Love,6.9,250000.0,Unknown
The Quintessential Quintuplets Specials 2,6.8,333000.0,Unknown
Don't Tell Mom the Babysitter's Dead,4.1,1600.0,Unknown
GHOST: Rite Here Rite Now,8.6,2200.0,Unknown
Junction,5.2,364000.0,Unknown
Horror in the High Desert 3: Firewatch,5.4,995000.0,Unknown
Antropophagus Legacy,5.1,24000.0,Unknown
Night of the Zoopocalypse,6.0,1800.0,Unknown
The Southern Chronicles,8.5,3600.0,Unknown
Gunfighter Paradise,8.7,25000.0,Unknown
The Train of Death,4.7,907000.0,Unknown
Secrets of the Neanderthals,6.4,2900.0,Unknown
Sweet Angel Baby,5.8,180000.0,Unknown
Gloria!,6.5,1300.0,Unknown
American Delivery,7.6,12000.0,Unknown
The Hunted,5.0,669000.0,Unknown
Curse of the Sin Eater,4.9,901000.0,Unknown
Shoutai,6.8,968000.0,Unknown
The Friendly,9.0,51000.0,Unknown
Ferry 2,5.6,4300.0,Unknown
Psychonaut,7.8,29000.0,Unknown
Son's Will,7.3,1300.0,Unknown
Jane Austen Wrecked My Life,6.2,2900.0,Unknown
Martha,7.2,4600.0,Unknown
The White House Effect,7.2,529000.0,Unknown
Chuck Billy and the Marvelous Guava Tree,7.3,1500.0,Unknown
Can I Get a Witness,5.4,325000.0,Unknown
And Their Children After Them,6.4,1000.0,Unknown
Nefarious,7.2,66000.0,Unknown
Echoes in the Dark,5.7,34000.0,Unknown
Shivam Bhaje,7.4,3100.0,Unknown
Dark Match,5.4,1500.0,Unknown
Trust,6.6,1200.0,Unknown
Anweshippin Kandethum,7.4,12000.0,Unknown
The Shepherd and the Bear,7.7,68000.0,Unknown
"Maya, Give Me a Title",6.4,118000.0,Unknown
Broken Rage,6.1,2000.0,Unknown
Ellis Park,7.2,303000.0,Unknown
"Disco, Ibiza, Locomia",6.0,1700.0,Unknown
The Unexpecteds,4.3,81000.0,Unknown
Same Old West,7.5,788000.0,Unknown
Gundi: Legend of Love,8.9,5900.0,Unknown
In Search of Darkness 1990-1994: A Journey Into Iconic '90s Horror,8.0,245000.0,Unknown
Lula,5.2,246000.0,Unknown
Loverboy: Emoties Uit,6.2,657000.0,Unknown
Nearing Death,5.7,441000.0,Unknown
My Oni Girl,6.0,2200.0,Unknown
Elyas,6.1,2100.0,Unknown
Niki,6.0,663000.0,Unknown
Stealing Pulp Fiction,4.8,225000.0,Unknown
Once in a Valentine,4.9,54000.0,Unknown
Sihinayaki Adare,6.8,223000.0,Unknown
Hemme'nin öldügü günlerden biri,6.2,1400.0,Unknown
The Greatest of All Time,5.7,26000.0,Unknown
Surveilled,6.3,772000.0,Unknown
ZombieCON Vol. 1,4.3,127000.0,Unknown
Tom Petty: Heartbreakers Beach Party,7.3,380000.0,Unknown
Phallacies,6.7,17000.0,Unknown
Mistura,8.1,689000.0,Unknown
Lovesick Ellie,6.2,110000.0,Unknown
Solos en la noche,4.8,121000.0,Unknown
The Holiday List,4.1,288000.0,Unknown
Rabia,6.2,433000.0,Unknown
Je le jure,6.1,264000.0,Unknown
A Hip Hop Story,8.1,124000.0,Unknown
I'm Your Venus,7.1,690000.0,Unknown
"Kyo no Sora ga Ichiban Suki, to Mada Ienai Boku wa",6.6,160000.0,Unknown
Last Appeal,7.1,27000.0,Unknown
Alien: Rubicon,2.4,1100.0,Unknown
Kix,7.9,1300.0,Unknown
Single Car Crashes,8.0,72000.0,Unknown
Gaami,6.3,2100.0,Unknown
The Thundermans Return,5.0,2100.0,Unknown
DIG! XX,7.9,198000.0,Unknown
Doc of Chucky,7.6,407000.0,Unknown
Los pequeños amores,6.3,496000.0,Unknown
The Undertaker's Wife,6.5,25000.0,Unknown
Stalker Jane,,,Unknown
Kuhudi,8.4,256000.0,Unknown
Reinas,6.7,468000.0,Unknown
Becoming Madonna,6.8,682000.0,Unknown
Paper Flowers,7.8,158000.0,Unknown
Dikkie Dik 2: Een nieuwe vriend voor Dikkie Dik,7.2,139000.0,Unknown
National Theatre Live: Nye,8.1,326000.0,Unknown
Homegrown,6.6,182000.0,Unknown
